__time,/joint_accelerations/data[0],/joint_accelerations/data[1],/joint_accelerations/layout/data_offset,/joint_states/header/stamp,/joint_states/joint_1/position,/joint_states/joint_1/velocity,/joint_states/joint_2/position,/joint_states/joint_2/velocity
1778157013.630566,0.207432966,0.079195799,0.000000000,,,,,
1778157013.630672,,,,1778157013.630448580,-1.609704795,0.138897630,-0.013195155,0.032109637
1778157013.631576,0.206276775,0.078908038,0.000000000,,,,,
1778157013.631609,,,,1778157013.631420374,-1.609565872,0.139103638,-0.013163008,0.032188442
1778157013.632619,0.205131083,0.078622677,0.000000000,,,,,
1778157013.632651,,,,1778157013.632396221,-1.609427703,0.139307093,-0.013131006,0.032266422
1778157013.633650,0.203992440,0.078338861,0.000000000,,,,,
1778157013.633689,,,,1778157013.633417606,-1.609287193,0.139512544,-0.013098429,0.032345321
1778157013.634656,0.202835347,0.078050229,0.000000000,,,,,
1778157013.634690,,,,1778157013.634443998,-1.609146504,0.139716792,-0.013065779,0.032423915
1778157013.635604,0.201677627,0.077761225,0.000000000,,,,,
1778157013.635637,,,,1778157013.635422707,-1.609007938,0.139916522,-0.013033592,0.032500926
1778157013.636543,0.200538218,0.077476584,0.000000000,,,,,
1778157013.636582,,,,1778157013.636424541,-1.608867458,0.140117579,-0.013000929,0.032578603
1778157013.637527,0.199383902,0.077188005,0.000000000,,,,,
1778157013.637558,,,,1778157013.637400866,-1.608728058,0.140315662,-0.012968487,0.032655287
1778157013.638546,0.198239291,0.076901643,0.000000000,,,,,
1778157013.638577,,,,1778157013.638386965,-1.608587777,0.140513574,-0.012935809,0.032732061
1778157013.639691,0.197088270,0.076613467,0.000000000,,,,,
1778157013.639723,,,,1778157013.639538050,-1.608426716,0.140739119,-0.012898251,0.032819737
1778157013.640524,0.195767739,0.076282557,0.000000000,,,,,
1778157013.640547,,,,1778157013.640359402,-1.608306779,0.140905754,-0.012870260,0.032884668
1778157013.641582,0.194785135,0.076036204,0.000000000,,,,,
1778157013.641604,,,,1778157013.641400814,-1.608161003,0.141106985,-0.012836206,0.032963220
1778157013.642643,0.193591605,0.075736721,0.000000000,,,,,
1778157013.642677,,,,1778157013.642458677,-1.608018063,0.141302819,-0.012802783,0.033039834
1778157013.643532,0.192422162,0.075443071,0.000000000,,,,,
1778157013.643561,,,,1778157013.643397570,-1.607881789,0.141488150,-0.012770891,0.033112497
1778157013.644527,0.191308043,0.075163124,0.000000000,,,,,
1778157013.644562,,,,1778157013.644408703,-1.607739544,0.141680221,-0.012737571,0.033187960
1778157013.645598,0.190145916,0.074870899,0.000000000,,,,,
1778157013.645623,,,,1778157013.645452023,-1.607586177,0.141885753,-0.012701610,0.033268889
1778157013.646558,0.188893829,0.074555798,0.000000000,,,,,
1778157013.646595,,,,1778157013.646392822,-1.607456055,0.142058775,-0.012671073,0.033337180
1778157013.647568,0.187832296,0.074288497,0.000000000,,,,,
1778157013.647594,,,,1778157013.647403717,-1.607312557,0.142248257,-0.012637368,0.033412122
1778157013.648544,0.186662419,0.073993691,0.000000000,,,,,
1778157013.648614,,,,1778157013.648411989,-1.607167831,0.142437918,-0.012603343,0.033487304
1778157013.649579,0.185483371,0.073696359,0.000000000,,,,,
1778157013.649620,,,,1778157013.649399042,-1.607025494,0.142623030,-0.012569849,0.033560852
1778157013.650576,0.184324605,0.073403938,0.000000000,,,,,
1778157013.650599,,,,1778157013.650391579,-1.606884965,0.142804417,-0.012536752,0.033633087
1778157013.651567,0.183181357,0.073115235,0.000000000,,,,,
1778157013.651589,,,,1778157013.651386261,-1.606741526,0.142988176,-0.012502939,0.033706432
1778157013.652575,0.182015239,0.072820547,0.000000000,,,,,
1778157013.652599,,,,1778157013.652405739,-1.606600790,0.143167101,-0.012469735,0.033778017
1778157013.653566,0.180871891,0.072531417,0.000000000,,,,,
1778157013.653588,,,,1778157013.653408289,-1.606451358,0.143355639,-0.012434446,0.033853622
1778157013.654565,0.179658739,0.072224402,0.000000000,,,,,
1778157013.654588,,,,1778157013.654412270,-1.606307226,0.143536043,-0.012400379,0.033926146
1778157013.655550,0.178489457,0.071928290,0.000000000,,,,,
1778157013.655578,,,,1778157013.655390501,-1.606166683,0.143710599,-0.012367132,0.033996489
1778157013.656561,0.177350067,0.071639556,0.000000000,,,,,
1778157013.656588,,,,1778157013.656378746,-1.606024453,0.143885908,-0.012333457,0.034067305
1778157013.657552,0.176197787,0.071347355,0.000000000,,,,,
1778157013.657574,,,,1778157013.657383919,-1.605880436,0.144062051,-0.012299329,0.034138630
1778157013.658538,0.175031825,0.071051478,0.000000000,,,,,
1778157013.658562,,,,1778157013.658379078,-1.605736363,0.144236884,-0.012265158,0.034209600
1778157013.659534,0.173866212,0.070755487,0.000000000,,,,,
1778157013.659555,,,,1778157013.659389257,-1.605590374,0.144412648,-0.012230503,0.034281128
1778157013.660526,0.172685903,0.070455556,0.000000000,,,,,
1778157013.660549,,,,1778157013.660382509,-1.605446660,0.144584295,-0.012196358,0.034351160
1778157013.661572,0.171524787,0.070160304,0.000000000,,,,,
1778157013.661609,,,,1778157013.661408901,-1.605301792,0.144755952,-0.012161910,0.034421374
1778157013.664213,0.170355147,0.069862681,0.000000000,,,,,
1778157013.664255,,,,1778157013.662401199,-1.605156676,0.144926529,-0.012127374,0.034491328
1778157013.664379,0.169184301,0.069564550,0.000000000,,,,,
1778157013.664396,,,,1778157013.663423300,-1.605012350,0.145094817,-0.012092997,0.034560524
1778157013.664566,0.168020619,0.069268044,0.000000000,,,,,
1778157013.664583,,,,1778157013.664434910,-1.604867888,0.145261913,-0.012058558,0.034629411
1778157013.665555,0.166856617,0.068971258,0.000000000,,,,,
1778157013.665653,,,,1778157013.665427446,-1.604722204,0.145429062,-0.012023798,0.034698503
1778157013.666605,0.165683564,0.068671962,0.000000000,,,,,
1778157013.666641,,,,1778157013.666429043,-1.604572864,0.145599003,-0.011988136,0.034768939
1778157013.667590,0.164481891,0.068365148,0.000000000,,,,,
1778157013.667621,,,,1778157013.667428255,-1.604426244,0.145764450,-0.011953094,0.034837706
1778157013.668564,0.163302915,0.068063931,0.000000000,,,,,
1778157013.668591,,,,1778157013.668390512,-1.604285934,0.145921472,-0.011919533,0.034903152
1778157013.669568,0.162175436,0.067775696,0.000000000,,,,,
1778157013.669591,,,,1778157013.669361115,-1.604141107,0.146082255,-0.011884863,0.034970345
1778157013.670606,0.161012407,0.067478171,0.000000000,,,,,
1778157013.670627,,,,1778157013.670401573,-1.603989524,0.146249140,-0.011848545,0.035040285
1778157013.671621,0.159795938,0.067166750,0.000000000,,,,,
